"","ListingKey","ListingNumber","ListingCreationDate","CreditGrade","Term","LoanStatus","ClosedDate","BorrowerAPR","BorrowerRate","LenderYield","EstimatedEffectiveYield","EstimatedLoss","EstimatedReturn","ProsperRating..numeric.","ProsperRating..Alpha.","ProsperScore","ListingCategory..numeric.","BorrowerState","Occupation","EmploymentStatus","EmploymentStatusDuration","IsBorrowerHomeowner","CurrentlyInGroup","GroupKey","DateCreditPulled","CreditScoreRangeLower","CreditScoreRangeUpper","FirstRecordedCreditLine","CurrentCreditLines","OpenCreditLines","TotalCreditLinespast7years","OpenRevolvingAccounts","OpenRevolvingMonthlyPayment","InquiriesLast6Months","TotalInquiries","CurrentDelinquencies","AmountDelinquent","DelinquenciesLast7Years","PublicRecordsLast10Years","PublicRecordsLast12Months","RevolvingCreditBalance","BankcardUtilization","AvailableBankcardCredit","TotalTrades","TradesNeverDelinquent..percentage.","TradesOpenedLast6Months","DebtToIncomeRatio","IncomeRange","IncomeVerifiable","StatedMonthlyIncome","LoanKey","TotalProsperLoans","TotalProsperPaymentsBilled","OnTimeProsperPayments","ProsperPaymentsLessThanOneMonthLate","ProsperPaymentsOneMonthPlusLate","ProsperPrincipalBorrowed","ProsperPrincipalOutstanding","ScorexChangeAtTimeOfListing","LoanCurrentDaysDelinquent","LoanFirstDefaultedCycleNumber","LoanMonthsSinceOrigination","LoanNumber","LoanOriginalAmount","LoanOriginationDate","LoanOriginationQuarter","MemberKey","MonthlyLoanPayment","LP_CustomerPayments","LP_CustomerPrincipalPayments","LP_InterestandFees","LP_ServiceFees","LP_CollectionFees","LP_GrossPrincipalLoss","LP_NetPrincipalLoss","LP_NonPrincipalRecoverypayments","PercentFunded","Recommendations","InvestmentFromFriendsCount","InvestmentFromFriendsAmount","Investors"
"105575","D1BF3432096852651A0F2ED",398569,"2008-09-15 10:02:19.500000000","HR",36,"Chargedoff","2009-08-24 00:00:00",0.37453,0.35,0.34,NA,NA,NA,NA,"",NA,1,"KS","Administrative Assistant","Full-time",35,"False","False","","2008-09-15 10:02:03.907000000",540,559,"1998-09-21 00:00:00",13,13,27,11,585,8,8,0,0,0,0,0,14909,1.03,344,21,0.9,4,0.51,"$25,000-49,999","True",2583.333333,"4F9B343156157328697AF53",NA,NA,NA,NA,NA,NA,NA,NA,1782,11,66,36968,2000,"2008-09-23 00:00:00","Q3 2008","7E1634277672129762B0DED",90.47,497.82,44.5,453.32,-12.59,-46.14,1955.5,1955.5,0,1,0,0,0,16
"34220","40823459992795229FC1B0A",421018,"2009-08-18 15:48:24.167000000","",36,"Completed","2010-03-23 00:00:00",0.28726,0.264,0.254,0.1477,0.1,0.1477,3,"D",6,3,"GA","Retail Management","Full-time",144,"True","False","","2009-07-25 08:22:47",700,719,"1993-03-11 00:00:00",10,8,25,5,256,1,11,0,0,0,0,0,11005,0.82,2138,21,0.95,2,0.2,"$50,000-74,999","True",4416.666667,"07F73565887810396364FBB",1,13,13,0,0,2000,1351.03,13,0,NA,54,38398,5000,"2009-09-09 00:00:00","Q3 2009","16A63418452510306C9C690",202.52,5591.59,5000,591.59,-22.41,0,0,0,0,1,0,0,0,214
"53123","1F733591004251102BB7579",948074,"2013-10-10 11:59:09.990000000","",36,"Current","",0.15833,0.1299,0.1199,0.11477,0.0399,0.07487,6,"A",10,1,"AL","Professional","Employed",29,"True","False","","2013-10-10 11:59:13",700,719,"1989-07-09 00:00:00",14,13,32,8,386,2,9,0,0,1,0,0,12833,0.55,7034,29,0.96,1,0.24,"$100,000+","True",12916.666667,"739F36951851364374AFE6B",1,4,4,0,0,15000,0,NA,0,NA,5,105729,25000,"2013-10-16 00:00:00","Q4 2013","8D1435436017120809D1E5F",842.23,3368.92,2445.44,923.48,-71.09,0,0,0,0,1,0,0,0,391
"45642","DD1C34336425046215F06A8",406902,"2008-10-01 11:52:28.963000000","C",36,"Completed","2009-08-18 00:00:00",0.18842,0.1665,0.1565,NA,NA,NA,NA,"",NA,2,"FL","Other","Full-time",32,"False","False","","2008-10-01 11:51:04.540000000",640,659,"1994-09-26 00:00:00",5,4,12,3,202,1,3,0,0,4,0,0,6612,0.97,189,11,1,0,0.13,"$25,000-49,999","True",2333.333333,"8A8D3433253744393D1FC42",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,65,37628,3000,"2008-10-14 00:00:00","Q4 2008","0DD334337158516593368DC",106.44,3272.57,3000,272.57,-16.37,0,0,0,0,1,0,0,0,96
"44778","E1B03559984254762E6A1C7",650259,"2012-10-05 17:35:35.140000000","",60,"Current","",0.26528,0.2398,0.2298,0.213,0.0849,0.1281,4,"C",7,1,"OH","Sales - Commission","Employed",227,"True","False","","2012-10-05 17:35:31",760,779,"1997-07-08 00:00:00",19,19,43,15,679,4,7,0,0,0,2,0,19720,0.54,14733,36,0.97,1,0.13,"$100,000+","True",11553.583333,"D3A53663137935030D2EF37",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,17,76120,15000,"2012-10-12 00:00:00","Q4 2012","156135601211847562F64FC",431.35,6901.6,2441.17,4460.43,-186.01,0,0,0,0,1,0,0,0,73
"61062","A7CF34828367940509FDDA3",456296,"2010-04-28 11:28:44.157000000","",36,"Completed","2013-05-04 00:00:00",0.12745,0.092,0.082,0.0608,0.021,0.0608,6,"A",10,1,"SC","Sales - Retail","Full-time",52,"True","False","","2010-04-28 11:20:19",720,739,"2002-05-16 00:00:00",14,14,22,12,357,0,2,0,0,0,0,0,7118,0.62,3204,21,0.85,1,0.54,"$1-24,999","True",1875,"9C253587246829542591689",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,46,42286,1000,"2010-05-04 00:00:00","Q2 2010","62763483362037850B5072D",0,1148.53,1000,148.53,-16.15,0,0,0,0,1,0,0,0,36
"43045","32AC3602898598293F4594F",1204718,"2014-02-23 18:12:42.180000000","",36,"Current","",0.13124,0.1029,0.0929,0.08974,0.0299,0.05984,6,"A",7,1,"NY","Police Officer/Correction Officer","Employed",265,"False","False","","2014-02-23 18:12:45",680,699,"1996-04-03 00:00:00",15,14,28,12,504,2,4,0,0,0,1,0,19865,0.62,10923,27,1,0,0.19,"$100,000+","True",11250,"5C40370680575380979B6C5",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,133613,15000,"2014-02-26 00:00:00","Q1 2014","BE1737063269420811E9035",486.05,0,0,0,0,0,0,0,0,1,0,0,0,1
"28554","9FA035103440212021FD402",497577,"2011-03-12 07:21:32.413000000","",36,"Current","",0.20321,0.1699,0.1599,0.1563,0.077,0.0793,4,"C",8,7,"IL","Student - College Graduate Student","Employed",191,"False","False","","2011-03-09 01:31:21",720,739,"1999-09-20 00:00:00",6,6,23,4,19,0,3,0,0,0,0,0,4873,0.42,6527,16,1,0,NA,"$25,000-49,999","False",2500,"EF563614607273722B42F55",3,64,64,0,0,23700,3089.26,-14,0,NA,36,47771,6700,"2011-03-17 00:00:00","Q1 2011","7C7F33945505153700AFCBB",238.84,8299.4,6367.36,1932.04,-112.83,-40.6,0,0,0,1,1,0,0,73
"85346","5A92358630593373774DE45",872908,"2013-08-17 04:11:34.597000000","",36,"Current","",0.14348,0.1153,0.1053,0.1015,0.0324,0.0691,6,"A",4,1,"NY","Other","Employed",19,"True","False","","2013-08-17 05:29:23",780,799,"1996-10-16 00:00:00",15,14,33,10,498,2,5,0,0,0,0,0,14956,0.63,6656,25,0.96,1,0.39,"$75,000-99,999","True",7000,"9C7136913126103763CE181",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,7,99494,15000,"2013-08-21 00:00:00","Q3 2013","E9F6358690505609134874C",494.85,2964.3616,2148.85,815.5116,-71.14,0,0,0,0,1,0,0,0,1
"23079","05A6341508432174980BE15",286115,"2008-02-29 09:12:35.673000000","C",36,"Completed","2010-06-02 00:00:00",0.15094,0.1295,0.1195,NA,NA,NA,NA,"",NA,4,"AZ","Retail Management","Full-time",187,"True","False","","2008-02-28 14:04:06.567000000",640,659,"1961-01-01 00:00:00",8,3,55,9,526,3,34,0,0,11,1,1,282,0,0,48,0.75,0,0.09,"$25,000-49,999","True",3000,"69693414542204077BE5696",1,9,9,0,0,4300,1139.94,-40,0,NA,72,28275,1000,"2008-03-10 00:00:00","Q1 2008","C18B33882071584302007E3",33.67,1195.92,1000,195.92,-15.13,0,0,0,0,1,0,0,0,61
"92526","27A5355213898921116ACCD",615209,"2012-07-22 12:49:14.303000000","",60,"Chargedoff","2013-11-24 00:00:00",0.23718,0.2124,0.2024,0.1988,0.0599,0.1389,5,"B",8,1,"IL","Police Officer/Correction Officer","Employed",30,"True","False","","2012-07-22 12:49:09",700,719,"2001-10-16 00:00:00",10,10,24,8,294,0,5,0,0,0,0,0,13220,0.53,11021,24,1,2,0.2,"$25,000-49,999","True",3750,"64743656581954338DF3677",NA,NA,NA,NA,NA,NA,NA,NA,228,16,20,70989,4000,"2012-07-25 00:00:00","Q3 2012","7DED35530276538134F83FF",108.75,1209.75,474.46,735.29,-34.61,0,3525.54,3525.54,0,1,0,0,0,74
"87021","64243521244417484E50AD6",517748,"2011-07-22 09:28:03.507000000","",36,"Current","",0.34621,0.3099,0.2999,0.2861,0.13,0.1561,2,"E",3,2,"NY","Professional","Employed",53,"True","False","","2011-07-22 09:28:01",680,699,"1993-04-01 00:00:00",16,16,33,8,687,9,15,0,0,0,0,0,48107,0.71,19808,33,0.96,2,0.22,"$75,000-99,999","True",7916.666667,"2BBB3625151078218A560A2",1,2,2,0,0,4000,0,23,0,NA,32,51794,7000,"2011-07-29 00:00:00","Q3 2011","FBCD3418448833584E6A3B4",300.97,9300.07,5528.95,3771.12,-121.71,0,0,0,0,1,0,0,0,4
"100550","A5B135833659800338AF513",841057,"2013-07-15 19:32:55.870000000","",60,"Current","",0.13227,0.1099,0.0999,0.0965,0.0299,0.0666,6,"A",6,1,"UT","Executive","Employed",396,"True","False","","2013-07-15 19:32:47",760,779,"1981-01-21 00:00:00",11,10,45,10,406,1,5,0,0,11,1,0,8264,0.8,999,36,0.83,1,0.2,"$50,000-74,999","True",4333.333333,"036236888357606574FE7F5",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8,96239,10000,"2013-07-22 00:00:00","Q3 2013","BF3A3584401105895C17A2A",217.37,1518.579,898.86,619.719,-56.65,0,0,0,0,1,0,0,0,1
"90361","41443406976070075C9AD06",236700,"2007-11-24 13:10:44.110000000","HR",36,"Completed","2009-09-22 00:00:00",0.25517,0.24,0.23,NA,NA,NA,NA,"",NA,0,"WA","Other","Full-time",10,"False","False","","2007-10-30 23:46:09.420000000",540,559,"2001-06-08 00:00:00",7,5,21,2,15,1,8,1,0,33,1,0,635,1.05,5,14,0.44,2,0.28,"$25,000-49,999","True",2500,"4E853407881411314D55402",1,11,11,0,0,1500,1169.47,-40,0,NA,75,22521,1500,"2007-12-11 00:00:00","Q4 2007","D04B337297883546951478F",58.85,1998.72,1500,498.72,-20.78,0,0,0,0,1,1,0,0,1
"15342","10F533957071080178EF908",179783,"2007-08-01 05:18:59.780000000","C",36,"Completed","2009-12-22 00:00:00",0.20735,0.2,0.18,NA,NA,NA,NA,"",NA,0,"IL","Engineer - Electrical","Full-time",179,"True","True","B0473364376920128370B13","2007-07-31 12:11:00.803000000",640,659,"1993-05-17 00:00:00",11,11,45,11,493,3,9,1,350,12,1,0,23309,0.37,8044,36,0.6,4,0.15,"$100,000+","True",8532.083333,"E29D33974485393308F3CF3",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,79,18001,10000,"2007-08-14 00:00:00","Q3 2007","07763396789900106B9734E",371.64,13024.7,10000,3024.7,-159.19,0,0,0,0,1,0,0,0,193
"81738","6BC035916630373136A0500",946299,"2013-10-01 20:06:14.323000000","",60,"Current","",0.21576,0.1915,0.1815,0.16862,0.0799,0.08872,4,"C",3,1,"CT","Tradesman - Carpenter","Self-employed",99,"False","False","","2013-09-14 11:44:28",700,719,"1988-08-19 00:00:00",14,13,21,12,422,1,9,0,0,0,1,0,8606,0.33,4388,20,1,0,NA,"$50,000-74,999","False",5583.333333,"DA503695055270258132806",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,5,103914,15000,"2013-10-03 00:00:00","Q4 2013","D1D336932257166658A196F",390.35,1943.8801,786.95,1156.9301,-60.82,0,0,0,0,1,0,0,0,1
"37739","C3C533785062881419A3D98",87351,"2007-01-21 21:49:02.560000000","A",36,"Completed","2008-12-11 00:00:00",0.10943,0.1025,0.095,NA,NA,NA,NA,"",NA,0,"CA","Other","Not available",NA,"False","True","5AFC33643897547591BD1C8","2007-01-21 21:01:56.907000000",720,739,"1999-09-29 00:00:00",NA,NA,18,6,253,0,2,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0.36,"Not displayed","True",3115,"07DA338034529487483B8B0",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,85,7264,9900,"2007-02-08 00:00:00","Q1 2007","4A4C33791200197337448C9",320.61,11234.71,9900,1334.71,-66.72,0,0,0,0,1,0,0,0,164
"36455","38AF3503708241617785D94",489310,"2010-12-29 09:56:21.463000000","",36,"Completed","2014-02-10 00:00:00",0.23383,0.1999,0.1899,0.1855,0.087,0.0985,4,"C",8,1,"IN","Other","Employed",42,"False","False","","2011-01-29 16:05:41",680,699,"1992-09-11 00:00:00",9,8,26,9,309,0,4,0,0,0,0,0,10677,0.56,7381,18,0.94,1,0.32,"$25,000-49,999","True",2833.333333,"410A36109768594956EA9A9",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,37,47004,7500,"2011-02-10 00:00:00","Q1 2011","78F735047123439395F90F4",278.69,10026.85,7500,2526.85,-126.43,0,0,0,0,1,0,0,0,165
"39371","A33C35896968384756D05FE",899615,"2013-09-12 16:56:41.283000000","",60,"Current","",0.29618,0.2699,0.2599,0.23673,0.1325,0.10423,2,"E",7,1,"IL","Nurse (LPN)","Employed",12,"False","False","","2013-09-12 16:56:43",640,659,"1995-02-02 00:00:00",6,5,39,5,164,0,2,0,0,35,1,0,4385,0.93,263,31,0.77,3,0.2,"$25,000-49,999","True",3916.666667,"118536926571899678834E2",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,6,102599,10000,"2013-09-24 00:00:00","Q3 2013","EFB5369344382888770B04E",305.29,1646.45,578.15,1068.3,-39.59,0,0,0,0,1,0,0,0,35
"35619","57423497950062008EE0C7F",480797,"2010-10-20 13:04:09.333000000","",36,"Completed","2012-01-12 00:00:00",0.07339,0.07,0.06,0.047,0.013,0.047,7,"AA",10,2,"VA","Administrative Assistant","Full-time",77,"True","False","","2010-10-20 13:04:03",820,839,"1995-02-15 00:00:00",9,7,23,6,80,0,1,0,0,0,0,0,1921,0.01,18617,22,1,0,0.06,"$25,000-49,999","True",3958.333333,"EED93602299294504A1D8B0",1,12,12,0,0,2000,934.05,-21,0,NA,40,45123,2500,"2010-11-02 00:00:00","Q4 2010","D6D73462806601537624374",77.19,2662.68,2499.99,162.69,-23.24,0,0,0,0,1,0,0,0,113
"40748","4E06358618749861674F0BD",863906,"2013-08-07 19:33:08.113000000","",60,"Completed","2013-11-27 00:00:00",0.31848,0.2916,0.2816,0.2566,0.1325,0.1241,2,"E",2,1,"NM","Police Officer/Correction Officer","Employed",64,"False","False","","2013-08-07 19:32:59",700,719,"1999-06-30 00:00:00",10,9,23,5,156,1,8,0,0,0,1,0,2070,0.29,1618,22,0.86,0,0.26,"$25,000-49,999","True",4000,"74C436908664421124369DC",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,7,98588,3000,"2013-08-12 00:00:00","Q3 2013","2F013585460644252274C75",95.52,3251.6033,3000,251.6033,-8.72,0,0,0,0,1,0,0,0,1
"77874","F78134265300743022115E4",373681,"2008-07-26 14:24:09.463000000","HR",36,"Defaulted","2009-04-07 00:00:00",0.36874,0.3443,0.3343,NA,NA,NA,NA,"",NA,1,"LA","Accountant/CPA","Full-time",97,"False","False","","2008-07-08 07:49:04.277000000",520,539,"2000-09-24 00:00:00",6,4,21,4,156,6,10,0,0,5,1,0,3631,1.03,5,10,0.38,1,0.13,"$25,000-49,999","True",2083.333333,"A4763427707238136DD146C",NA,NA,NA,NA,NA,NA,NA,NA,589,8,67,35051,1500,"2008-08-06 00:00:00","Q3 2008","14153388296707065D4D0D8",67.37,202.11,74.04,128.07,-3.72,0,1425.96,1425.96,0,1,1,0,0,11
"32561","2ECF35469918244744773E1",586774,"2012-05-07 18:27:23.003000000","",36,"Current","",0.15538,0.127,0.117,0.1166,0.033,0.0836,6,"A",9,20,"VA","Other","Employed",31,"True","False","","2012-05-07 18:27:18",740,759,"1997-11-14 00:00:00",16,15,22,14,489,1,3,0,0,0,0,0,14391,0.29,27082,21,1,0,0.16,"$50,000-74,999","True",4333.333333,"B0F336507465307551D9E7A",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,22,65533,5200,"2012-05-14 00:00:00","Q2 2012","74B33546334034718A3CC79",174.46,3663.66,2788.83,874.83,-68.9,0,0,0,0,1,0,0,0,106
"102574","41133544622779066B8CFA7",579253,"2012-04-16 12:59:12.107000000","",36,"Past Due (31-60 days)","",0.21372,0.1768,0.1668,0.1639,0.0565,0.1074,5,"B",8,13,"LA","Postal Service","Employed",204,"True","False","","2012-04-16 12:59:07",760,779,"1986-08-08 00:00:00",2,1,31,1,0,2,3,5,2273,13,2,1,0,0,12000,26,0.73,1,0.06,"$50,000-74,999","True",4250,"D55F364933041808823D24B",NA,NA,NA,NA,NA,NA,NA,NA,39,NA,23,64900,7000,"2012-04-30 00:00:00","Q2 2012","0CE73544927316396C984FC",251.94,5030.92,3326.13,1704.79,-93.12,-148.65,0,0,0,1,0,0,0,102
"93931","EFE4354968428141424F7FF",602323,"2012-06-21 09:35:16.907000000","",60,"Completed","2013-12-12 00:00:00",0.27462,0.2489,0.2389,0.2332,0.089,0.1442,4,"C",6,7,"FL","Other","Other",137,"False","False","","2012-06-21 09:35:10",760,779,"1988-05-09 00:00:00",6,6,37,7,293,1,2,7,0,3,1,0,1344,0.14,7656,30,0.86,0,0.74,"$1-24,999","True",1500,"D1B436561982398273E798A",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,20,69353,15000,"2012-07-09 00:00:00","Q3 2012","A7D2355053702254712A7BE",439.3,19924.85,15000,4924.85,-197.88,0,0,0,0,1,0,0,0,267
"23045","195F3591456535656FDFACA",948179,"2013-10-10 12:33:07.917000000","",36,"Current","",0.30899,0.2699,0.2599,0.23673,0.1325,0.10423,2,"E",3,1,"OH","Other","Employed",2,"False","False","","2013-10-10 12:33:10",640,659,"1999-10-30 00:00:00",4,3,20,3,124,0,0,0,0,17,1,0,3176,0.94,174,17,0.76,0,0.48,"$1-24,999","True",600,"C19936960626356867FFFAA",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,5,106013,4000,"2013-10-16 00:00:00","Q4 2013","66053694650040131AF848A",163.28,653.12,299.38,353.74,-13.11,0,0,0,0,1,0,0,0,39
"71029","EB2435807808201511385DB",791072,"2013-05-29 10:45:28.530000000","",36,"Completed","2014-01-03 00:00:00",0.15324,0.1249,0.1149,0.1102,0.0374,0.0728,6,"A",7,1,"SC","Professional","Employed",69,"True","False","","2013-05-29 10:45:21",780,799,"2004-01-09 00:00:00",16,14,49,7,336,0,2,0,0,0,0,0,6458,0.04,24246,37,0.97,0,0.19,"$50,000-74,999","True",6166.666667,"8ABE3683196774708E2BE33",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,9,92242,7000,"2013-06-05 00:00:00","Q2 2013","264035803945207210DA7C3",234.14,7472.43,7000,472.43,-37.82,0,0,0,0,1,0,0,0,96
"50048","561933937745305115DC686",163895,"2007-07-05 21:19:21.743000000","AA",36,"Completed","2009-12-16 00:00:00",0.0961,0.0875,0.0825,NA,NA,NA,NA,"",NA,0,"NC","Other","Self-employed",1,"True","False","","2007-07-05 20:28:07.300000000",820,839,"1995-06-30 00:00:00",10,8,27,7,247,1,4,0,0,2,0,0,4217,0.1,36883,21,0.86,1,0.65,"$1-24,999","True",1235,"41F83394337055638421CD1",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,80,17265,2000,"2007-07-25 00:00:00","Q3 2007","D8793393225726283246A87",63.37,2268.4,2000,268.4,-15.34,0,0,0,0,1,0,0,0,35
"7810","2DFA355788144009732939A",635984,"2012-09-08 09:58:47.050000000","",60,"Completed","2013-09-18 00:00:00",0.15936,0.1364,0.1264,0.1259,0.0249,0.101,6,"A",8,1,"GA","Professional","Employed",126,"True","False","","2012-09-08 09:58:44",720,739,"2003-02-22 00:00:00",10,9,25,7,323,1,4,0,0,0,0,0,17686,0.36,31214,24,1,2,0.29,"$50,000-74,999","True",5089.833333,"C1963661000689669D00C87",1,8,8,0,0,17500,14160.29,-68,0,NA,18,74265,10800,"2012-09-18 00:00:00","Q3 2012","A2933533459712065D4FE44",249.29,12048.56,10800,1248.56,-91.53,0,0,0,0,1,0,0,0,79
"90763","BD363392426101980A53B49",155611,"2007-06-20 20:10:08.387000000","C",36,"Completed","2010-07-01 00:00:00",0.20735,0.2,0.19,NA,NA,NA,NA,"",NA,0,"MO","Computer Programmer","Full-time",67,"True","False","","2007-06-20 19:42:29.147000000",640,659,"1999-06-01 00:00:00",4,4,28,2,32,1,8,0,0,7,0,0,742,0.95,25,11,0.66,0,0.14,"$25,000-49,999","True",3916.666667,"53433393601954758E1AF90",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,81,16428,7500,"2007-06-27 00:00:00","Q2 2007","55E533766721986131AA2A3",278.73,10021.25,7499.98,2521.27,-126.06,0,0,0,0,1,0,0,0,67
"53847","BA97359445692372563BE35",1029548,"2013-11-23 15:32:14.020000000","",36,"Current","",0.0762,0.0629,0.0529,0.05221,0.0099,0.04231,7,"AA",11,1,"MD","Professional","Employed",111,"True","False","","2013-11-23 15:32:16",740,759,"1993-11-16 00:00:00",11,9,31,6,1021,0,6,0,0,0,0,0,103106,0.82,22554,26,1,2,0.26,"$100,000+","True",9916.666667,"B0283700907355468BE0DCD",1,23,23,0,0,6500,2634.61,NA,0,NA,3,119175,16000,"2013-12-05 00:00:00","Q4 2013","9F0B3434851712774E52ABC",488.86,977.72,808.92,168.8,-26.84,0,0,0,0,1,0,0,0,344
"63331","1FF13596590786413A574C2",1042067,"2013-11-30 15:48:59.643000000","",60,"Current","",0.14658,0.1239,0.1139,0.109,0.0399,0.0691,6,"A",6,2,"GA","Sales - Retail","Self-employed",82,"True","False","","2013-11-13 10:40:18",740,759,"1974-12-04 00:00:00",17,17,32,17,406,1,7,0,0,0,0,0,20989,0.2,81011,31,1,1,NA,"$50,000-74,999","False",5000,"83C03699276330907131C24",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,119013,15000,"2013-12-04 00:00:00","Q4 2013","829D3697455577967BD1708",336.63,1009.89,556.93,452.96,-36.56,0,0,0,0,1,0,0,0,1
"98607","793834153446814074D8C6E",292240,"2008-03-12 10:32:03.250000000","D",36,"Completed","2010-12-17 00:00:00",0.17677,0.155,0.145,NA,NA,NA,NA,"",NA,3,"NC","Other","Full-time",98,"False","False","","2008-02-26 06:59:09.403000000",620,639,"2006-03-02 00:00:00",2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0.19,"$25,000-49,999","True",2635.916667,"B03E34172300962447C5AB0",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,72,28950,5000,"2008-03-27 00:00:00","Q1 2008","C493341511709508118FE86",120.02,6278.33,5000,1278.33,-82.48,0,0,0,0,1,0,0,0,87
"110770","EA623458344390958DA36BA",416643,"2009-07-15 09:17:15.470000000","",36,"Completed","2011-12-20 00:00:00",0.11499,0.094,0.084,0.0628,0.021,0.0628,6,"A",9,1,"TX","Computer Programmer","Full-time",111,"True","False","","2009-07-15 09:10:31",760,779,"1985-03-01 00:00:00",16,16,37,12,592,3,5,0,0,0,0,0,30501,0.6,20129,32,1,0,0.18,"$100,000+","True",8333.333333,"6D6335623528703295ECDFE",1,27,27,0,0,3000,842.01,60,0,NA,55,38084,3500,"2009-08-03 00:00:00","Q3 2009","2AEE3380449057552F1C3F4",111.95,4002.16,3499.98,502.18,-53.45,0,0,0,0,1,1,0,0,157
"108445","5345358743172104763B464",871187,"2013-08-15 18:50:02.993000000","",60,"Current","",0.23462,0.2099,0.1999,0.1864,0.0749,0.1115,4,"C",5,1,"TN","Construction","Employed",95,"True","False","","2013-08-15 18:49:49",700,719,"1999-12-30 00:00:00",8,7,18,5,288,0,3,1,1934,7,0,0,7684,0.5,5854,18,0.83,0,0.13,"$75,000-99,999","True",7083.333333,"F78E3692268876117D85498",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,7,100339,11000,"2013-08-27 00:00:00","Q3 2013","83DE3567577015443EF61C1",297.53,1785.1742,649.34,1135.8342,-45.75,0,0,0,0,1,0,0,0,1
"66385","054135228720612370A6741",521184,"2011-08-10 16:29:50.360000000","",60,"Completed","2011-10-24 00:00:00",0.24252,0.2199,0.2099,0.205,0.061,0.144,4,"C",6,1,"OR","Computer Programmer","Employed",76,"True","True","3D4D3366260257624AB272D","2011-08-10 15:18:43",660,679,"2002-03-27 00:00:00",11,10,19,9,380,0,2,0,0,0,0,0,10622,0.88,1279,19,0.94,0,0.24,"$25,000-49,999","True",3500,"476A362715947135910824E",1,6,6,0,0,2650,0,9,0,NA,31,52324,13000,"2011-08-18 00:00:00","Q3 2011","4AD334877956405167CC231",358.97,13437.14,12999.99,437.15,-19.87,0,0,0,0,1,1,1,270,61
"62243","0C893600568386228C81787",1137512,"2014-01-15 19:13:43.827000000","",36,"Current","",0.12691,0.099,0.089,0.08619,0.0274,0.05879,6,"A",9,1,"MI","Attorney","Self-employed",65,"False","False","","2014-01-15 19:13:46",680,699,"1995-10-16 00:00:00",11,11,32,9,259,0,2,0,0,18,1,0,11735,0.2,46265,28,0.82,0,NA,"$25,000-49,999","False",3333.333333,"41B237041537956171E707A",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,128023,10000,"2014-01-22 00:00:00","Q1 2014","2A46370364515953645DAC4",322.2,322.2,238.12,84.08,-8.49,0,0,0,0,1,0,0,0,1
"33845","D7C23413785391984A29149",285974,"2008-02-28 21:14:46.047000000","AA",36,"Completed","2011-01-10 00:00:00",0.09638,0.0895,0.0895,NA,NA,NA,NA,"",NA,7,"WI","Postal Service","Full-time",271,"True","False","","2008-02-28 20:36:55.573000000",780,799,"1987-11-01 00:00:00",6,5,34,4,10,0,3,1,0,12,1,0,188,0.06,2912,28,0.78,1,0.02,"$50,000-74,999","True",4166.666667,"BFBD3414634906634EB86A2",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,72,28441,2500,"2008-03-13 00:00:00","Q1 2008","09A3340595640160567DB79",79.44,2858.76,2499.98,358.78,0,0,0,0,0,1,0,0,0,57
"69240","DC493589718998853B5A4B3",907543,"2013-09-18 10:26:25.003000000","",36,"Current","",0.15833,0.1299,0.1199,0.11477,0.0399,0.07487,6,"A",9,1,"WI","","Other",121,"True","False","","2013-10-21 08:17:20",660,679,"1985-07-01 00:00:00",11,11,40,11,268,0,1,0,0,0,1,0,4502,0.89,495,37,0.72,2,0.14,"$25,000-49,999","True",2916.666667,"58F23697152861714FA7B91",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,5,108310,4000,"2013-10-25 00:00:00","Q4 2013","DBF53693513254362398B19",134.76,537.6164,369.99,167.6264,-13.01,0,0,0,0,1,0,0,0,1
